time-rel	g	r	i
1578.5	17.76227117707527	16.805982324595195	16.79879467360573
1579.0	17.7650432793626	16.808071279876614	16.800989964019504
1579.5	17.76781538164993	16.810160235158033	16.80318525443328
1580.0	17.77058748393726	16.812249190439452	16.805380544847058
1580.5	17.77335958622459	16.81433814572087	16.80757583526083
1581.0	17.77613168851192	16.81642710100229	16.809771125674608
1581.5	17.778903790799248	16.818516056283705	16.81196641608838
1582.0	17.78167589308658	16.820605011565124	16.81416170650216
1582.5	17.78444799537391	16.822693966846543	16.816356996915932
1583.0	17.78722009766124	16.824782922127962	16.81855228732971
1583.5	17.789992199948568	16.82687187740938	16.820747577743486
1584.0	17.7927643022359	16.8289608326908	16.82294286815726
1584.5	17.79553640452323	16.83104978797222	16.825138158571036
1585.0	17.798308506810557	16.833138743253638	16.82733344898481
1585.5	17.801080609097887	16.835227698535057	16.829528739398587
1586.0	17.80385271138522	16.837316653816476	16.831724029812364
1586.5	17.80662481367255	16.839405609097895	16.833919320226137
1587.0	17.809396915959876	16.841494564379314	16.836114610639914
1587.5	17.812169018247207	16.843583519660733	16.838309901053687
1588.0	17.814941120534538	16.845672474942152	16.840505191467464
1588.5	17.81771322282187	16.84776143022357	16.842700481881238
1589.0	17.820485325109196	16.84985038550499	16.844895772295015
1589.5	17.823257427396527	16.85193934078641	16.84709106270879
1590.0	17.826029529683858	16.854028296067828	16.849286353122565
1590.5	17.82880163197119	16.856117251349247	16.851481643536342
1591.0	17.831573734258516	16.858206206630662	16.853676933950116
1591.5	17.834345836545847	16.86029516191208	16.855872224363893
1592.0	17.837117938833178	16.8623841171935	16.85806751477767
1592.5	17.839890041120505	16.86447307247492	16.860262805191443
1593.0	17.842662143407836	16.866562027756338	16.86245809560522
1593.5	17.845434245695166	16.868650983037757	16.864653386018993
1594.0	17.848206347982497	16.870739938319176	16.86684867643277
1594.5	17.850978450269825	16.872828893600595	16.869043966846544
1595.0	17.853750552557155	16.874917848882014	16.87123925726032
1595.5	17.856522654844486	16.877006804163432	16.873434547674098
1596.0	17.859294757131817	16.87909575944485	16.87562983808787
1596.5	17.862066859419144	16.88118471472627	16.877825128501648
1597.0	17.864838961706475	16.88327367000769	16.88002041891542
1597.5	17.867611063993806	16.88536262528911	16.8822157093292
1598.0	17.870383166281137	16.887451580570527	16.884410999742975
1598.5	17.873155268568464	16.889540535851946	16.88660629015675
1599.0	17.875927370855795	16.891629491133365	16.888801580570526
1599.5	17.878699473143126	16.893718446414784	16.8909968709843
1600.0	17.881471575430453	16.895807401696203	16.893192161398076
1600.5	17.884243677717784	16.897896356977622	16.89538745181185
1601.0	17.887015780005115	16.899985312259037	16.897582742225627
1601.5	17.889787882292445	16.902074267540456	16.899778032639404
1602.0	17.892559984579773	16.904163222821875	16.901973323053177
1602.5	17.895332086867104	16.906252178103294	16.904168613466954
1603.0	17.898104189154434	16.908341133384713	16.906363903880727
1603.5	17.900876291441765	16.910430088666132	16.908559194294504
1604.0	17.903648393729092	16.91251904394755	16.91075448470828
1604.5	17.906420496016423	16.91460799922897	16.912949775122055
1605.0	17.909192598303754	16.91669695451039	16.91514506553583
1605.5	17.911964700591085	16.918785909791808	16.917340355949605
1606.0	17.914736802878412	16.920874865073227	16.919535646363382
1606.5	17.917508905165743	16.922963820354646	16.921730936777156
1607.0	17.920281007453074	16.925052775636065	16.923926227190933
1607.5	17.9230531097404	16.927141730917484	16.92612151760471
1608.0	17.925825212027732	16.929230686198903	16.928316808018483
1608.5	17.928597314315063	16.93131964148032	16.93051209843226
1609.0	17.931369416602394	16.93340859676174	16.932707388846033
1609.5	17.93414151888972	16.93549755204316	16.93490267925981
1610.0	17.93691362117705	16.93758650732458	16.937097969673587
1610.5	17.939685723464383	16.939675462605994	16.93929326008736
1611.0	17.942457825751713	16.941764417887413	16.941488550501138
1611.5	17.94522992803904	16.94385337316883	16.94368384091491
1612.0	17.94800203032637	16.94594232845025	16.945879131328688
1612.5	17.950774132613702	16.94803128373167	16.94807442174246
